  x              y              exact          interp         lsq            interp_error   lsq_error    
   0.1751387335   0.6327353667   0.3434730620   0.3367480300   0.3413109191   0.0067250321   0.0021621430
   0.1650527740   0.6397924417   0.3392604245   0.3336155120   0.3382577338   0.0056449125   0.0010026907
   0.2688153935   0.5334013500   0.4026904354   0.3979478915   0.4016200438   0.0047425438   0.0010703916
   0.2631522265   0.4760074017   0.4560954673   0.4544883538   0.4579255757   0.0016071135   0.0018301085
   0.2696620188   0.5095200394   0.4235207940   0.4203393991   0.4238988123   0.0031813949   0.0003780183
   0.3153990664   0.7929241996   0.1466505069   0.1405778942   0.1437429679   0.0060726126   0.0029075390
   0.3057364077   0.7725513276   0.1691508532   0.1632742663   0.1664109108   0.0058765868   0.0027399423
   0.3270397030   0.8622340742   0.0778272580   0.0717384001   0.0750888837   0.0060888579   0.0027383743
   0.4699432939   0.8267743096   0.0489992332   0.0482402380   0.0508740467   0.0007589952   0.0018748135
   0.3686069495   0.8413999487   0.0814005460   0.0746547675   0.0777612660   0.0067457785   0.0036392800
   0.3901008703   0.8271259192   0.0854968698   0.0794080503   0.0823765655   0.0060888196   0.0031203043
   0.3677341780   0.6928080492   0.2156458588   0.2127385897   0.2153469905   0.0029072691   0.0002988684
   0.3363647413   0.8127879211   0.1203606171   0.1138950267   0.1170395951   0.0064655904   0.0033210220
   0.4324926423   0.8311449374   0.0630625460   0.0589611787   0.0617661851   0.0041013673   0.0012963609
   0.4697390602   0.8643608210   0.0162447390   0.0134793998   0.0162409783   0.0027653391   0.0000037606
   0.0736511274   0.7476585587   0.2487225486   0.2450739114   0.2473566805   0.0036486372   0.0013658681
   0.1639600287   0.8588239145   0.1256651631   0.1181756667   0.1215517075   0.0074894964   0.0041134556
   0.2205283096   0.8583439249   0.1137793566   0.1106668673   0.1142586266   0.0031124893   0.0004792700
   0.1302124493   0.7263422759   0.2620783350   0.2589569587   0.2613160127   0.0031213763   0.0007623223
   0.1037246251   0.8204357677   0.1730334670   0.1661058119   0.1689918919   0.0069276550   0.0040415750
   0.1422271701   0.7387915295   0.2476427099   0.2444768834   0.2469657292   0.0031658265   0.0006769807
   0.0807707923   0.7331141864   0.2624497772   0.2589983158   0.2612113292   0.0034514614   0.0012384480
   0.1493344969   0.7045518892   0.2797957536   0.2786225012   0.2809097710   0.0011732525   0.0011140174
   0.1466778961   0.7964693463   0.1901371568   0.1846343869   0.1875263552   0.0055027699   0.0026108016
   0.1054889384   0.8607644982   0.1327956196   0.1244541491   0.1276168795   0.0083414704   0.0051787401
   0.3265953902   0.7242200241   0.2055447198   0.1996358216   0.2039698009   0.0059088982   0.0015749189
   0.2019161492   0.7002226823   0.2712463131   0.2654910199   0.2698732651   0.0057552932   0.0013730480
   0.2429703065   0.6963155091   0.2625111133   0.2544787696   0.2589487228   0.0080323437   0.0035623904
   0.1465740427   0.6518317580   0.3318917822   0.3288294748   0.3335642316   0.0030623074   0.0016724494
   0.1632096215   0.7058733933   0.2755038800   0.2740958928   0.2783781892   0.0014079871   0.0028743092
   0.2593978412   0.6841453602   0.2683292313   0.2596581816   0.2642562841   0.0086710497   0.0040729472
   0.2568902124   0.7513550592   0.2059426934   0.1998053397   0.2038105435   0.0061373536   0.0021321499
   0.2034812474   0.6657778755   0.3038212890   0.2960662853   0.3007527540   0.0077550037   0.0030685350
   0.2000501591   0.7656504283   0.2086463215   0.2070213291   0.2108271438   0.0016249924   0.0021808224
   0.1825265436   0.6851331272   0.2909701409   0.2859970377   0.2904864299   0.0049731033   0.0004837111
  -0.2551226376   0.5288630541   0.4128171578   0.4071107075   0.4104302645   0.0057064502   0.0023868933
  -0.2198226203   0.5166013992   0.4385741456   0.4312664099   0.4353202822   0.0073077357   0.0032538633
  -0.1814524622   0.5670540070   0.4046217648   0.3969201833   0.4023133146   0.0077015815   0.0023084502
  -0.3298148117   0.6113232564   0.3053821671   0.3022994832   0.3045447284   0.0030826839   0.0008374386
  -0.2144338361   0.5599768105   0.4003701989   0.3919611498   0.3965109715   0.0084090491   0.0038592275
  -0.2415159418   0.5078809600   0.4376184394   0.4318675221   0.4353322231   0.0057509173   0.0022862163
  -0.1892740927   0.5586568046   0.4101507756   0.4021281925   0.4072643318   0.0080225832   0.0028864438
  -0.2624465257   0.6048765361   0.3406413701   0.3322901224   0.3360805992   0.0083512478   0.0045607709
  -0.2207008703   0.4926858000   0.4601406001   0.4536792945   0.4575094234   0.0064613056   0.0026311767
  -0.1344693689   0.6375981086   0.3483763669   0.3465346434   0.3536420259   0.0018417234   0.0052656591
  -0.0952194642   0.8216050827   0.1728956183   0.1661084271   0.1694750771   0.0067871912   0.0034205412
  -0.1411348703   0.7287254358   0.2577333280   0.2549653970   0.2569870600   0.0027679310   0.0007462679
  -0.1456020764   0.8504500978   0.1371759544   0.1293690830   0.1322998475   0.0078068714   0.0048761070
  -0.0130394768   0.8556954370   0.1442052180   0.1427350711   0.1474580174   0.0014701470   0.0032527993
  -0.0452584240   0.8424962293   0.1562890178   0.1517282236   0.1559207497   0.0045607943   0.0003682681
  -0.2384157253   0.8656743740   0.1020945596   0.1006111455   0.1024374029   0.0014834141   0.0003428433
  -0.0966453997   0.7584914515   0.2353761609   0.2307001633   0.2335460342   0.0046759976   0.0018301267
  -0.1063835737   0.8519518602   0.1414317518   0.1333747943   0.1368353757   0.0080569574   0.0045963761
  -0.1384459615   0.8640131072   0.1249651815   0.1164573169   0.1195904447   0.0085078645   0.0053747367
  -0.1058513670   0.7602447884   0.2324215675   0.2275979795   0.2303362318   0.0048235879   0.0020853356
  -0.3419557655   0.8250105660   0.1069287936   0.1003596847   0.1039608524   0.0065691089   0.0029679413
  -0.4179223266   0.7553471960   0.1367454272   0.1349703095   0.1368077781   0.0017751176   0.0000623510
  -0.2993540362   0.8077372789   0.1385753947   0.1331756231   0.1374192130   0.0053997716   0.0011561817
  -0.3156246073   0.7923237125   0.1471250044   0.1410455607   0.1449083669   0.0060794437   0.0022166375
  -0.4143779651   0.8232011307   0.0783877173   0.0734701245   0.0757873782   0.0049175928   0.0026003391
  -0.3728928649   0.8125258682   0.1059936381   0.0997294690   0.1027101175   0.0062641691   0.0032835205
  -0.3845606115   0.7438693210   0.1626061675   0.1587693892   0.1611225501   0.0038367784   0.0014836174
  -0.3617770400   0.8091623671   0.1136443360   0.1072319413   0.1103872493   0.0064123948   0.0032570868
  -0.3979153835   0.7794008231   0.1248986942   0.1205651412   0.1229022192   0.0043335530   0.0019964750
  -0.3445626193   0.7138442585   0.2073481067   0.2023787421   0.2052501063   0.0049693646   0.0020980004
  -0.2196134535   0.7245544273   0.2428942036   0.2372318136   0.2409255672   0.0056623900   0.0019686363
  -0.2989139733   0.6616674944   0.2739466710   0.2659741488   0.2706754211   0.0079725222   0.0032712499
  -0.2654949445   0.7710784458   0.1844943071   0.1789319965   0.1824301691   0.0055623106   0.0020641380
  -0.2365886842   0.7632819721   0.2008920132   0.1962181108   0.1996374832   0.0046739024   0.0012545301
  -0.2347837772   0.8242676507   0.1429465699   0.1417413263   0.1445785566   0.0012052436   0.0016319868
  -0.2408695432   0.7463515663   0.2157431560   0.2100025773   0.2136034364   0.0057405787   0.0021397196
  -0.3129745414   0.6704885284   0.2600622118   0.2530211488   0.2577135323   0.0070410630   0.0023486796
  -0.2495217690   0.7791223968   0.1818968143   0.1773207043   0.1806593472   0.0045761100   0.0012374671
  -0.2076280812   0.7195188391   0.2511229874   0.2460285588   0.2497065691   0.0050944287   0.0014164184
  -0.2736588788   0.8046552022   0.1500828414   0.1456947397   0.1489205608   0.0043881017   0.0011622806
   0.1027584592   0.6080243945   0.3833534519   0.3818814876   0.3867900046   0.0014719643   0.0034365526
   0.1066579735   0.5947811354   0.3957314154   0.3927601833   0.3978801701   0.0029712321   0.0021487547
   0.1131600027   0.5233092449   0.4645957116   0.4553676810   0.4616384155   0.0092280306   0.0029572961
   0.1126199004   0.6034957054   0.3860860741   0.3833165273   0.3882918019   0.0027695468   0.0022057278
   0.1494211309   0.5867917042   0.3944827182   0.3884951135   0.3937163443   0.0059876047   0.0007663739
   0.0921012213   0.5136162162   0.4781913640   0.4697374821   0.4761785780   0.0084538819   0.0020127860
   0.0967356428   0.5618538007   0.4298794181   0.4250649871   0.4307235446   0.0048144310   0.0008441265
   0.0803720224   0.5368704754   0.4571468253   0.4519433410   0.4580162914   0.0052034842   0.0008694661
   0.1008036418   0.5725983414   0.4185963237   0.4143011236   0.4197833988   0.0042952001   0.0011870750
   0.2098989058   0.4455544803   0.5074795988   0.4994530665   0.5069172803   0.0080265323   0.0005623185
   0.0029391512   0.7654033968   0.2345909600   0.2290573151   0.2330521965   0.0055336449   0.0015387636
   0.0384528624   0.6686352676   0.3302599432   0.3204983139   0.3256919261   0.0097616292   0.0045680171
   0.0859499737   0.6701517849   0.3243589616   0.3190652816   0.3240995663   0.0052936800   0.0002593953
  -0.0190647247   0.6958575174   0.3038813692   0.2947746617   0.2997700551   0.0091067075   0.0041113141
  -0.0654662623   0.6665483015   0.3302444701   0.3224703916   0.3279960261   0.0077740786   0.0022484440
  -0.0417137297   0.7699624737   0.2289084061   0.2247492175   0.2288133243   0.0041591886   0.0000950818
   0.0714340481   0.6977433160   0.2986095537   0.2929926771   0.2976980062   0.0056168765   0.0009115474
  -0.0206293915   0.8014266152   0.1983079199   0.1950171916   0.1985960944   0.0032907283   0.0002881745
  -0.0435414040   0.7526881598   0.2460535033   0.2410725724   0.2453745542   0.0049809310   0.0006789491
   0.0544840176   0.6606751798   0.3370820554   0.3280201953   0.3332740723   0.0090618601   0.0038079831
  -0.0256882682   0.4685941266   0.5307022879   0.5280684144   0.5341958954   0.0026338736   0.0034936075
  -0.1909345819   0.4536071929   0.5078460606   0.4972842826   0.5047022559   0.0105617780   0.0031438047
  -0.1578315824   0.4345953586   0.5376322522   0.5232715082   0.5307980842   0.0143607441   0.0068341681
  -0.1181063355   0.5199566522   0.4667983246   0.4570608217   0.4629137083   0.0097375028   0.0038846162
  -0.1647326294   0.5121126904   0.4620443821   0.4516296544   0.4579069589   0.0104147277   0.0041374232
  -0.0779765178   0.5152647928   0.4788684005   0.4720378892   0.4777163216   0.0068305112   0.0011520788
  -0.2181574754   0.4424514784   0.5066887445   0.5000339771   0.5078094134   0.0066547675   0.0011206688
  -0.1080480063   0.5685218001   0.4213019709   0.4160303157   0.4210099619   0.0052716553   0.0002920091
  -0.1286161628   0.5752575060   0.4105398101   0.4044546025   0.4094514381   0.0060852076   0.0010883720
  -0.0413500400   0.4958301204   0.5024486619   0.4993499303   0.5051218294   0.0030987316   0.0026731676
   0.0061697513   0.6468160430   0.3531545321   0.3414139840   0.3467557700   0.0117405481   0.0063987620
  -0.0199624160   0.5049153055   0.4946902298   0.4911264228   0.4943293909   0.0035638070   0.0003608390
  -0.0114714226   0.5055883333   0.4942815445   0.4904163446   0.4935500462   0.0038651999   0.0007314983
  -0.0224281988   0.5779958600   0.4215691586   0.4140227500   0.4184783690   0.0075464086   0.0030907896
  -0.0053904288   0.5097608866   0.4902106139   0.4860140903   0.4891602621   0.0041965236   0.0010503518
   0.0470443608   0.5978220448   0.4003297830   0.3931051245   0.3972348724   0.0072246585   0.0030949106
   0.0275529856   0.5156742938   0.4835901392   0.4797751472   0.4827081228   0.0038149920   0.0008820164
   0.0118578413   0.4961428371   0.5037154816   0.5003818197   0.5031352281   0.0033336619   0.0005802535
   0.1159523586   0.6390049823   0.3505599974   0.3496550472   0.3538235125   0.0009049503   0.0032635150
  -0.1048995575   0.6366769444   0.3547392398   0.3521112447   0.3583366335   0.0026279951   0.0035973938
  -0.0664944955   0.0673004583   0.9053909644   0.8946495668   0.9028310099   0.0107413976   0.0025599544
  -0.0282181551   0.0186118875   0.9661966476   0.9610362666   0.9667755290   0.0051603810   0.0005788815
  -0.1005410590   0.1620606736   0.8092851173   0.8058931675   0.8187118485   0.0033919499   0.0094267311
  -0.1126303012   0.0535058212   0.8753065453   0.8564780985   0.8641308266   0.0188284467   0.0111757186
  -0.1854503605   0.0652226617   0.8034145686   0.7768933182   0.7853159536   0.0265212505   0.0180986151
  -0.1129285121   0.1006196510   0.8487480148   0.8289787053   0.8388893888   0.0197693095   0.0098586260
  -0.0675811311   0.0226124070   0.9287361927   0.9193635896   0.9254072568   0.0093726031   0.0033289359
  -0.1391848632   0.0888274405   0.8348856750   0.8095305901   0.8189515475   0.0253550849   0.0159341275
  -0.1042319462   0.0665499095   0.8763343659   0.8573454456   0.8655990261   0.0189889202   0.0107353398
  -0.0899564038   0.0818510701   0.8783786521   0.8627868588   0.8717325876   0.0155917933   0.0066460644
  -0.2217484908   0.3358705959   0.5975308082   0.5917944973   0.5976151006   0.0057363109   0.0000842925
  -0.2866559188   0.2538743109   0.6170851511   0.6043044089   0.6105303737   0.0127807423   0.0065547775
  -0.2213096615   0.3137293588   0.6160676143   0.6083242531   0.6141230129   0.0077433611   0.0019446014
  -0.3019441395   0.3133905081   0.5648174246   0.5495437743   0.5559315688   0.0152736503   0.0088858559
  -0.2617577833   0.3083357539   0.5955397742   0.5826625657   0.5887524022   0.0128772085   0.0067873721
  -0.1622512988   0.2538563543   0.6987218352   0.6953880565   0.7007047907   0.0033337787   0.0019829555
  -0.2891788123   0.2333725684   0.6283992180   0.6174658398   0.6236929868   0.0109333783   0.0047062312
  -0.1371713053   0.2199666092   0.7407679106   0.7385569012   0.7436618123   0.0022110094   0.0028939017
  -0.2463895755   0.2589492146   0.6425611680   0.6300663306   0.6360022790   0.0124948373   0.0065588889
  -0.2036800986   0.2541965364   0.6742678068   0.6648110396   0.6704308440   0.0094567672   0.0038369629
  -0.3348935891   0.1113655624   0.6470750724   0.6352660984   0.6428359055   0.0118089740   0.0042391669
  -0.3995942472   0.1388167731   0.5769803091   0.5632099105   0.5713981104   0.0137703985   0.0055821987
  -0.3789177080   0.1301331078   0.5993589448   0.5862132309   0.5942071138   0.0131457139   0.0051518310
  -0.3771860094   0.0113150582   0.6226443107   0.6197821299   0.6233746414   0.0028621808   0.0007303307
  -0.3458290177   0.1106681304   0.6368951328   0.6245175461   0.6319936866   0.0123775867   0.0049014462
  -0.3747907747   0.1463913057   0.5976338245   0.5859837932   0.5946069714   0.0116500313   0.0030268531
  -0.3649203625   0.0770856552   0.6270267179   0.6144245985   0.6205353996   0.0126021194   0.0064913182
  -0.3948148073   0.0529991850   0.6016438206   0.5909841038   0.5960152349   0.0106597167   0.0056285857
  -0.3909987891   0.1021203934   0.5958853779   0.5816381339   0.5885169446   0.0142472439   0.0073684332
  -0.3117548594   0.0025340028   0.6882348424   0.6875661566   0.6912380862   0.0006686858   0.0030032439
  -0.2214049630   0.1639905711   0.7244767432   0.7016224492   0.7149361476   0.0228542940   0.0095405955
  -0.1843880330   0.1419200802   0.7673194123   0.7380488097   0.7529587503   0.0292706026   0.0143606620
  -0.3426154522   0.2046566022   0.6009139530   0.5957027256   0.6045827819   0.0052112274   0.0036688289
  -0.2023660965   0.1390976500   0.7544390233   0.7260808532   0.7405554162   0.0283581702   0.0138836071
  -0.1804496778   0.1415655593   0.7706467925   0.7410817240   0.7561114567   0.0295650685   0.0145353358
  -0.2425018120   0.1754377691   0.7006915643   0.6813403287   0.6937726843   0.0193512357   0.0069188801
  -0.3123866892   0.2108996019   0.6230861031   0.6151931138   0.6247676447   0.0078929893   0.0016815416
  -0.2537257372   0.1563166008   0.7019871992   0.6812054018   0.6938016353   0.0207817974   0.0081855639
  -0.2076086052   0.0880374307   0.7744962924   0.7438236584   0.7594321476   0.0306726340   0.0150641448
  -0.2169672199   0.1014629749   0.7604806693   0.7312983743   0.7463063858   0.0291822950   0.0141742835
  -0.4049433666   0.4896291933   0.3646136002   0.3556780508   0.3598541765   0.0089355494   0.0047594237
  -0.3809079224   0.5524804050   0.3289370795   0.3220571261   0.3259706948   0.0068799534   0.0029663847
  -0.4439527741   0.4447344024   0.3716030281   0.3655898273   0.3700907458   0.0060132007   0.0015122823
  -0.2744854568   0.4641210314   0.4607870571   0.4598656327   0.4632672208   0.0009214244   0.0024801637
  -0.3352354530   0.4643215316   0.4273069813   0.4204794768   0.4242624620   0.0068275045   0.0030445193
  -0.3182097050   0.4553014712   0.4445210660   0.4385264432   0.4422184431   0.0059946228   0.0023026229
  -0.3036340212   0.4777265723   0.4339467369   0.4304050653   0.4339656823   0.0035416716   0.0000189454
  -0.2712840751   0.4448433144   0.4789619747   0.4770057104   0.4804213859   0.0019562643   0.0014594112
  -0.3090342686   0.5122896735   0.4017167153   0.3998937944   0.4034270205   0.0018229208   0.0017103053
  -0.3836927672   0.5520223764   0.3277285938   0.3206169305   0.3245488119   0.0071116633   0.0031797819
  -0.6008710696   0.6792220984   0.0931435057   0.0893099990   0.0928168363   0.0038335067   0.0003266694
  -0.4513969919   0.6936794118   0.1723827149   0.1681848462   0.1709144965   0.0041978686   0.0014682184
  -0.4532114642   0.6927882901   0.1721375439   0.1678035192   0.1705439844   0.0043340247   0.0015935595
  -0.4906815852   0.7272487327   0.1226978073   0.1173698423   0.1202316578   0.0053279650   0.0024661495
  -0.5489647071   0.7511073949   0.0696642712   0.0628681641   0.0659761165   0.0067961070   0.0036881547
  -0.4282169965   0.7317878252   0.1521301885   0.1515409968   0.1540809279   0.0005891917   0.0019507394
  -0.5034512934   0.6706582915   0.1614025109   0.1551972642   0.1582322698   0.0062052467   0.0031702411
  -0.3905626458   0.6655253635   0.2283373861   0.2276895738   0.2301685851   0.0006478122   0.0018311991
  -0.5127713292   0.7657830131   0.0783937613   0.0729699851   0.0758681916   0.0054237762   0.0025255697
  -0.5304803573   0.7471483810   0.0836812167   0.0772487299   0.0802716604   0.0064324868   0.0034095563
  -0.5958904306   0.5094161846   0.2160419307   0.2115123578   0.2142189706   0.0045295729   0.0018229601
  -0.6966289855   0.5204131557   0.1304473586   0.1220809821   0.1252500022   0.0083663765   0.0051973564
  -0.5668780145   0.4462951988   0.2785222887   0.2753874273   0.2775593590   0.0031348615   0.0009629297
  -0.6572645020   0.4897584291   0.1803293683   0.1737854019   0.1765972165   0.0065439665   0.0037321518
  -0.5374944805   0.4761352453   0.2819435340   0.2804609478   0.2827193231   0.0014825862   0.0007757891
  -0.5870081144   0.4532994339   0.2583404399   0.2544606139   0.2567571370   0.0038798260   0.0015833029
  -0.6277609723   0.4359251563   0.2357261092   0.2321571835   0.2344946214   0.0035689257   0.0012314878
  -0.7020229933   0.4483050505   0.1670451984   0.1635136155   0.1662205462   0.0035315829   0.0008246523
  -0.6150343728   0.4551689334   0.2348555446   0.2303366763   0.2327538758   0.0045188682   0.0021016688
  -0.6161207393   0.4552407277   0.2339393722   0.2294020007   0.2318238733   0.0045373715   0.0021154988
  -0.4690826195   0.6386211176   0.2076140866   0.2012960464   0.2056078664   0.0063180401   0.0020062202
  -0.4888306309   0.4571396851   0.3307227201   0.3270214678   0.3317619257   0.0037012523   0.0010392056
  -0.4959836184   0.5931256520   0.2268261587   0.2195219908   0.2237602096   0.0073041680   0.0030659491
  -0.5241584091   0.5272100709   0.2565670866   0.2524686432   0.2566893123   0.0040984434   0.0001222257
  -0.5117279844   0.6151598998   0.1998205000   0.1932713277   0.1973078610   0.0065491723   0.0025126390
  -0.4387112214   0.6042856780   0.2532545840   0.2457366278   0.2504108783   0.0075179562   0.0028437057
  -0.4227065121   0.5852738312   0.2780399922   0.2698519482   0.2747201803   0.0081880441   0.0033198119
  -0.4735422872   0.6430708067   0.2013872277   0.1952196597   0.1994801909   0.0061675680   0.0019070368
  -0.4699886637   0.5955444956   0.2413415852   0.2334281735   0.2378729258   0.0079134117   0.0034686595
  -0.4266513891   0.6420092848   0.2291515521   0.2244198437   0.2290706110   0.0047317084   0.0000809411
  -0.6513714340   0.1672582043   0.3274971733   0.3204791579   0.3265713689   0.0070180154   0.0009258044
  -0.6906922049   0.0124413234   0.3091957525   0.3072139314   0.3092872858   0.0019818211   0.0000915334
  -0.5211015759   0.0082887345   0.4788325073   0.4775034374   0.4802416076   0.0013290698   0.0014091003
  -0.5535254133   0.0314297361   0.4455829986   0.4411849899   0.4443504598   0.0043980087   0.0012325388
  -0.7318777654   0.0124293941   0.2680166987   0.2660303785   0.2679169657   0.0019863202   0.0000997330
  -0.6500817636   0.1653546091   0.3292180339   0.3220892016   0.3281400258   0.0071288322   0.0010780081
  -0.6636500728   0.0739323349   0.3322444989   0.3239071805   0.3276284917   0.0083373184   0.0046160072
  -0.6072164201   0.0284046229   0.3921195813   0.3880031069   0.3908504365   0.0041164744   0.0012691448
  -0.6056926565   0.1115052183   0.3841290656   0.3755411137   0.3804569722   0.0085879519   0.0036720935
  -0.6282823765   0.0147591693   0.3715442914   0.3692336684   0.3716470919   0.0023106230   0.0001028005
  -0.8369206214   0.2495084349   0.1266784180   0.1222632636   0.1244371216   0.0044151544   0.0022412964
  -0.7010349847   0.3113250990   0.2329450039   0.2285277985   0.2316156382   0.0044172055   0.0013293657
  -0.7431169511   0.4069989853   0.1527273302   0.1507473349   0.1553217273   0.0019799953   0.0025943971
  -0.7184431464   0.3338172905   0.2077913544   0.2030292998   0.2064687597   0.0047620547   0.0013225947
  -0.8230563306   0.2703063595   0.1336933272   0.1274421981   0.1299326453   0.0062511291   0.0037606819
  -0.7478221284   0.3664134018   0.1672354974   0.1620925077   0.1660427262   0.0051429897   0.0011927712
  -0.7516557820   0.3550692986   0.1686994398   0.1628463422   0.1666228157   0.0058530976   0.0020766241
  -0.7270398962   0.2196090843   0.2405165172   0.2394117081   0.2410934126   0.0011048092   0.0005768954
  -0.6813405383   0.3024968284   0.2545274919   0.2508806929   0.2538268524   0.0036467990   0.0007006395
  -0.7290599500   0.3250212352   0.2017724548   0.1962768677   0.1995837883   0.0054955871   0.0021886665
  -0.9675556724   0.0439256103   0.0314477616   0.0270906692   0.0290825472   0.0043570925   0.0023652144
  -0.8806581821   0.0307301599   0.1188058236   0.1155964225   0.1176474247   0.0032094012   0.0011583989
  -0.8512683617   0.1205961625   0.1402318579   0.1340333642   0.1378302368   0.0061984938   0.0024016211
  -0.8655540622   0.0854364384   0.1302395620   0.1240329349   0.1271371030   0.0062066271   0.0031024590
  -0.8662326167   0.0407351491   0.1328101139   0.1288025787   0.1310865295   0.0040075352   0.0017235844
  -0.9752486087   0.0267928887   0.0243834218   0.0214858709   0.0231376751   0.0028975508   0.0012457466
  -0.9493464766   0.0685188722   0.0481840679   0.0423024354   0.0448072605   0.0058816326   0.0033768074
  -0.8744409474   0.2023377637   0.1024547136   0.1008981027   0.1061104011   0.0015566108   0.0036556875
  -0.9246810068   0.1094588305   0.0688629533   0.0619781384   0.0653173260   0.0068848148   0.0035456273
  -0.8693275576   0.1530823748   0.1172969832   0.1120147451   0.1163435354   0.0052822382   0.0009534479
  -0.7758214486   0.1872973502   0.2018902221   0.1980416739   0.2013827137   0.0038485482   0.0005075084
  -0.6944658651   0.1029645642   0.2979426382   0.2883625716   0.2929312790   0.0095800666   0.0050113592
  -0.6837434531   0.1383981337   0.3023904006   0.2935128992   0.2978128787   0.0088775014   0.0045775219
  -0.6445035533   0.2078716533   0.3228032380   0.3210954675   0.3249687996   0.0017077706   0.0021655616
  -0.8556728277   0.1953983601   0.1223004460   0.1202249507   0.1230516754   0.0020754952   0.0007512295
  -0.7822426678   0.0927262712   0.2122806637   0.2055998695   0.2097802737   0.0066807942   0.0025003900
  -0.7308292432   0.1673174739   0.2502623660   0.2441240637   0.2478974722   0.0061383024   0.0023648938
  -0.7153199685   0.0601105557   0.2821588363   0.2745644755   0.2794147928   0.0075943608   0.0027440435
  -0.6388935651   0.2028642024   0.3296725635   0.3272064631   0.3311569790   0.0024661004   0.0014844155
  -0.6934033120   0.2018649526   0.2778105428   0.2750329907   0.2786928050   0.0027775521   0.0008822622
  -0.3068995407   0.3884376231   0.5049534213   0.4936673144   0.5009156250   0.0112861068   0.0040377962
  -0.3630612835   0.3182950441   0.5171695632   0.5052538704   0.5123408317   0.0119156929   0.0048287316
  -0.4480338166   0.3680460749   0.4201791534   0.4164413104   0.4219367063   0.0037378431   0.0017575529
  -0.3461609193   0.3340981590   0.5189085722   0.5053860104   0.5125673783   0.0135225617   0.0063411938
  -0.4034715540   0.2684593950   0.5153767013   0.5131580493   0.5201234311   0.0022186520   0.0047467298
  -0.4290797639   0.4152425661   0.4028937846   0.3964822523   0.4018287531   0.0064115323   0.0010650315
  -0.4113131796   0.3663630208   0.4491820675   0.4413019328   0.4473138174   0.0078801347   0.0018682501
  -0.3993027548   0.3481673021   0.4702234809   0.4614712686   0.4678046148   0.0087522123   0.0024188660
  -0.3217147791   0.3977730401   0.4884105254   0.4777314928   0.4846965934   0.0106790326   0.0037139319
  -0.4008637943   0.2923624116   0.5038472400   0.4985347597   0.5053291624   0.0053124803   0.0014819224
  -0.6919491817   0.4004726952   0.2005176364   0.1968548331   0.2003971081   0.0036628033   0.0001205283
  -0.6084440013   0.3061375157   0.3188801271   0.3097623150   0.3150298050   0.0091178121   0.0038503222
  -0.6198317389   0.3169976487   0.3038111652   0.2953120177   0.3003628057   0.0084991475   0.0034483594
  -0.5759661114   0.3182945598   0.3419358783   0.3305967095   0.3360827043   0.0113391688   0.0058531739
  -0.6326298434   0.4014640794   0.2507377457   0.2449304277   0.2490682939   0.0058073180   0.0016694517
  -0.7130874315   0.3957468289   0.1844577034   0.1817891926   0.1851597353   0.0026685108   0.0007020320
  -0.6198011146   0.3424593237   0.2918815000   0.2833070801   0.2881223200   0.0085744199   0.0037591801
  -0.7185888023   0.4047918064   0.1752416879   0.1730136205   0.1762442886   0.0022280675   0.0010026007
  -0.6096654660   0.3176259749   0.3125567366   0.3033347219   0.3084833371   0.0092220147   0.0040733995
  -0.6832930101   0.3965585979   0.2099695834   0.2057879260   0.2094547104   0.0041816573   0.0005148730
  -0.5849129797   0.1715839508   0.3904393008   0.3849883634   0.3897962897   0.0054509374   0.0006430112
  -0.5454317771   0.1983594495   0.4196188367   0.4152219751   0.4201065171   0.0043968616   0.0004876804
  -0.4600809198   0.1782274726   0.5066041298   0.4975983669   0.5037245044   0.0090057629   0.0028796254
  -0.5287435670   0.1756166527   0.4428546255   0.4354307544   0.4408174327   0.0074238711   0.0020371927
  -0.4050558260   0.1651918670   0.5625544890   0.5507182032   0.5576455700   0.0118362858   0.0049089190
  -0.5028019099   0.1443512118   0.4768871700   0.4659534074   0.4720642710   0.0109337625   0.0048228990
  -0.4976040500   0.1138028066   0.4895483673   0.4773660397   0.4839569216   0.0121823276   0.0055914456
  -0.4250767294   0.1422813703   0.5517431381   0.5374224264   0.5444396545   0.0143207117   0.0073034836
  -0.5860892454   0.1920150931   0.3832582392   0.3794570833   0.3839699447   0.0038011559   0.0007117055
  -0.4267675610   0.1382985837   0.5513831820   0.5367462547   0.5437993161   0.0146369273   0.0075838659
  -0.5188812053   0.3827079975   0.3552495703   0.3478474063   0.3524618923   0.0074021640   0.0027876781
  -0.4170826793   0.2754385292   0.5001756861   0.4974481218   0.5000761597   0.0027275643   0.0000995264
  -0.5082944570   0.4150838575   0.3437547228   0.3404414405   0.3448576507   0.0033132824   0.0011029279
  -0.5444180452   0.2517403517   0.4001965217   0.3936031205   0.3986857856   0.0065934012   0.0015107361
  -0.3900783843   0.2398271360   0.5420936766   0.5409078683   0.5430075913   0.0011858083   0.0009139147
  -0.4249656694   0.2468296091   0.5085524686   0.5053373570   0.5081121736   0.0032151116   0.0004402950
  -0.4536639522   0.2274351263   0.4925182583   0.4893468006   0.4926721478   0.0031714576   0.0001538895
  -0.4593892542   0.2400753870   0.4816616180   0.4774475329   0.4808858621   0.0042140851   0.0007757559
  -0.5733739386   0.2618265495   0.3696740403   0.3618253823   0.3674691802   0.0078486580   0.0022048601
  -0.4974012380   0.2238579126   0.4545457337   0.4512710910   0.4554404271   0.0032746427   0.0008946934
